"LOA DATE",PRODUCT,MODEL,"PRIMARY VIOLATION",CITATION,"ACTION REQUESTED",FIRM,"ADDRESS 1","ADDRESS 2","FOREIGN MFG","LOT SIZE",COUNTRY
"March 2016","YELLOW RUBBER FROG",G-51051,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",410400,CHINA
"March 2016","BLUE RUBBER SHOE KEY CHAIN",G-51051,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",410400,CHINA
"March 2016","YELLOW LADYBUG KEY CHAIN",G-51051,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",410400,CHINA
"March 2016","GREEN FLASHLIGHT KEY CHAIN",G-51051,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",410400,CHINA
"March 2016","GRAY PLASTIC RACE CAR",G-51051,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",410400,CHINA
"March 2016","PLASTIC BRACELET",G-51051,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",410400,CHINA
"March 2016","PINK SLAP BRACELET",G-51051,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",410400,CHINA
"March 2016","PLUSH DEER",PG0108,"Third Party Certificate Violation","15 U.S.C. ? 2063(a)(2)","Stop Sale and Correct Future Production","K&K SALES LLC","1440 S. LIBERTY DRIVE","BLOOMINGTON, IN 47403","ANHUI CHANGXING ARTS & CRAFTS TOY GROUP, INC.",8775,CHINA
"March 2016","DRAIN COVER",SPA,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","HOLIDAY INN - S. MISSOURI","410 S. MISSOURI","INDIANAPOLIS, IN 46225",,1,
"March 2016","SOUVNEAR ""TANGY BUTTERFLIES"" S","RED BLUE & BROW","Clothing Flammability Failure","16 CFR 1610","Consumer Level Recall","SOUVNEAR INC.","5 NESHAMINY INTERPLEX DRIVE, S","TREVOSE, PA 19053-6932",,4,INDIA
"March 2016","DRAIN COVER",SPA,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","CLUB INDIANAPOLIS","620 N. CAPITOL AVENUE","INDIANAPOLIS, IN 46204",,2,
"March 2016","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","SADDLEBACK RIDGE","135 HAMBLETON ROAD","MONTGOMERY, AL 36117",,1,
"March 2016","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","THE RETREAT AT DUBLIN CREEK","3090 ALABAMA RIVER PARKWAY","MONTGOMERY, AL 36110",,1,
"March 2016",POOL,,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production",RAMADA,"605 SW FAIRLAWN ROAD","TOPEKA, KS 66606",,0,
"March 2016","CHILD'S PURSE RED CLUTCH",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","C/O AMAZON.COM.INDC LLC","710 SOUTH GIRLS SCHOOL ROAD","INDIANAPOLIS, IN 462311132","ARACELI GUADALUPE HERNANDEZ (ASK A FRIEND PUBLISHING)",21,MEXICO
"March 2016","CHILD'S PURSE RED TOTE",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","C/O AMAZON.COM.INDC LLC","710 SOUTH GIRLS SCHOOL ROAD","INDIANAPOLIS, IN 462311132","ARACELI GUADALUPE HERNANDEZ (ASK A FRIEND PUBLISHING)",21,MEXICO
"March 2016","CHILD'S PURSE PINK CLUTCH",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","C/O AMAZON.COM.INDC LLC","710 SOUTH GIRLS SCHOOL ROAD","INDIANAPOLIS, IN 462311132","ARACELI GUADALUPE HERNANDEZ (ASK A FRIEND PUBLISHING)",31,MEXICO
"March 2016","CHILD'S PURSE OFF-WHITE CLUTCH",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","C/O AMAZON.COM.INDC LLC","710 SOUTH GIRLS SCHOOL ROAD","INDIANAPOLIS, IN 462311132","ARACELI GUADALUPE HERNANDEZ (ASK A FRIEND PUBLISHING)",11,MEXICO
"March 2016","FANNYBABY INFANT JACKET W/BUTT",T325HI12M,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SIMIN ZHONG","7945 N FLINTLOCK RD, STE L","KANSAS CITY, MO 64158","CALVIN CHEN FAMILY ORIGINAL TIDE TONG TONG",10,CHINA
"March 2016","POLYESTER PLUSH ROBE",86P379085,"Sleepwear Flammability Failure","16 CFR 1615/16","Consumer Level Recall","LEMUR GROUP INC DBA PETITLEM.COM","275 STINSON RUE","SAINT LAURENT QC CANADA,",,6,CANADA
"March 2016","CHILDREN'S CLOTHING WHITE DRES",SD0025,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Correct Future Production","ML FASHIONS DBA ML KIDS","2713 FAITH INDUSTRIAL DR","BUFORD, GA 30518","SHENZHEN SHENGHONG IMP & EXP CO. LTD.",386,CHINA
"March 2016",NIGHTWEAR,"RED & GREEN STR","Exceeds Tight Fitting Dimensions","16 CFR 1615/16","Distribution Level Recall","ARB BLANKS","515 SCOSLO DRIVE","BEL AIR, MD 21014",,26,CHINA
"March 2016","AQUABABY BATH RING (BABY BATH",2195387,"Durable Nursery Product - Bath Seats","16 CFR part 1130","Consumer Level Recall","SCS DIRECT, INC. D/B/A TOYS N GAMES, ETC","100 RATON DRIVE","MILFORD, CT 06461",,2,FRANCE
"March 2016","KIDS LUGGAGE","FROZEN 16036-60","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","AHMEDANI CANADA","3550 CAWTHRA RD","MISSISSAUGA ON CANADA, L5A2Y3","HEYS INTERNATIONAL LTD",1,CHINA
"March 2016","KIDS LUGGAGE","FROZEN 16036-60","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","AHMEDANI CANADA","3550 CAWTHRA RD","MISSISSAUGA ON CANADA, L5A2Y3","HEYS INTERNATIONAL LTD",1,CHINA
"March 2016","MATILDA JANE JUMPSUIT, SIZE 3-",21901R,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","MJC ACQUISITION MATILDA JANE","4031 MERCHANT RD","FORT WAYNE, IN 46808","AUNING CLOTHING CO LTD",2028,CHINA
"March 2016","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","NORTH FORKE PLANTATION","1575 NATCHEZ WAY","GRAYSON, GA 30017",,1,
"March 2016",BALLOONS,125RB2,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","FLATLINE CORP","1606 W HASKEL STREET STE B","APPLETON, WI","FLATLINE CORPRATION CHINA",60000,CHINA
"March 2016","BALLOONS (PUNCH)",1137822,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","FLATLINE CORP","1606 W HASKEL STREET STE B","APPLETON, WI","FLATLINE CORPRATION CHINA",28000,CHINA
"March 2016",BALLOONS,1134170,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","FLATLINE CORP","1606 W HASKEL STREET STE B","APPLETON, WI","FLATLINE CORPRATION CHINA",7500,CHINA
"March 2016","CHILD'S TRICYCLE",X000SUMIT9,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","18TH AVENUE TOYS","5506 18TH AVENUE","BROOKLYN, NY 11204","NINGBO SHIMAOTONG INTERNATIONAL CO LTD",1260,CHINA
"March 2016","GIRL'S WHITE & BLUE BLOUSES",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","VM MONTESSORI SCHOOL INC","11820 NE 113TH AVE","NORTH MIAMI, FL 33161","GAMA ALTA COSTURA ESCOLAR S.A. DE C.V.",107,MEXICO
"March 2016","BOY'S WHITE & BLUE BLOUSES",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","VM MONTESSORI SCHOOL INC","11820 NE 113TH AVE","NORTH MIAMI, FL 33161","GAMA ALTA COSTURA ESCOLAR S.A. DE C.V.",107,MEXICO
"March 2016","10-PC DREAM DESIGN DO! EARRING",1867/5841103151,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","M&G PARTNERS LLP","306 N. MILWAUKEE STREET","MILWAUKEE, WI 53202","KINGTAI INTERNATION (H.K.) LTD",3200,CHINA
"March 2016","POOL, WATERFALL, AND SPA DRAIN",,"Failure of secondary back up system","Sec. 1404(c)(1)(B)","Correct Future Production","COMFORT INN AND SUITES","320 HIGHWAY 146 NORTH","TEXAS CITY, TX 77590",,6,
"March 2016","MARY JANE GIRL'S ROMPER",21902R,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","MATILDA JANE, LLC","4031 MERCHANT RD","FORT WAYNE, IN 46818-1245","JINTAN FEIPING GARMENT FACTORY",2416,CHINA
"March 2016","LAKESHORE 10X3"" SOLID EASY RID",81010,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","MARASTAR LLC","430 SOUTHPOINTE DRIVE","MIAMISBURG, OH 45342","QINGDAO DMB IMP EXP CO",1296,CHINA
"March 2016","SZFWBIKE KIDS BALANCING BIKE","SZFWBIKE, GRAY/","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production",YELLOWTHREAD,"3341 BROMLEY LN","AURORA, IL 60502","NORTH AMERICA PACIFIC TRADING CO LTD",100,CHINA
"March 2016",SVRS,"BACK-UP SYSTEM","Failure of secondary back up system","Sec. 1404(c)(1)(B)","Correct Future Production","HOLIDAY INN EXPRESS HOTEL","14030 TELEGRAPH RD","WOODBRIDGE, VA 22192",,1,
"March 2016","B/C NINJA - SHURIKEN KUNAI",ARB333-27/28/C,"Sharp Points","16 CFR 1500.48","Correct Future Production","ARTOY TRADING LLC","3538 GARFIELD AVE","COMMERCE, CA 90040","KENNETH TOYS IMPORT & EXPORT LTD",900,CHINA
"March 2016","B/C NINJA - SHURIKEN KUNAI",ARB333-27/28/C,"Sharp Points","16 CFR 1500.48","Correct Future Production","ARTOY TRADING LLC","3538 GARFIELD AVE","COMMERCE, CA 90040","KENNETH TOYS IMPORT & EXPORT LTD",900,CHINA
"March 2016","TOY PLUSH DOG",T1297,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CL TRADING NY INC.","83-21 BROADWAY","ELMHURST, NY 11373","YIWU HANYUN COMMODITY PURCHASE CO.",1200,CHINA
"March 2016","EVA PUZZLE MATS",T0593,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","CL TRADING NY INC.","83-21 BROADWAY","ELMHURST, NY 11373","YIWU HANYUN COMMODITY PURCHASE CO.",300,CHINA
"March 2016","KIDS TUNNEL - MONKEY",XYP-725,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","DIRECT SOURCE, INT'L","3737 ROUNDBOTTOM RD","CINCINNATI, OH 45244","ZHEJIANG XINYL TRAVELING PRODUCTS CO LTD",280,CHINA
"March 2016","KIDS TUNNEL - LADY BUG",XYP-726,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","DIRECT SOURCE, INT'L","3737 ROUNDBOTTOM RD","CINCINNATI, OH 45244","ZHEJIANG XINYL TRAVELING PRODUCTS CO LTD",160,CHINA
"March 2016","INFANT CLOTHING W/SCREEN PRINT",,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","ARMIRA FASHION LLC","2605 E GRAPEVINE MILLS CIRCLE","GRAPEVINE, TX 76051","CREACIONES A& A ARAFEL INTERNACIONAL, S.A. DE C.V.",60,MEXICO
"February 2016","POOL EQUALIZER LINES",,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","OUTLAW INN - ROCK SPRINGS","1630 ELK STREET","ROCK SPRINGS, WY",,0,
"February 2016",POOL,,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","SNOW LAKE LODGE","7 SNOW LAKE RD.","WEST DOVER, VT 05356",,1,
"February 2016","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","HARBIN SPRINGS APARTMENTS","101 TWIN SPRINGS TRAIL","NORCROSS, GA 30093",,1,
"February 2016","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","MELROSE SUBDIVISION","1180 SHOALS HOPE ROAD","LAWRENCEVILLE, GA 30045",,1,
"February 2016","TOY ANIMAL HEAD CARS, 3 ASST",18359,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Correct Future Production","ARCTIC CIRCLE ENTERPRISES","3812 SPENARD RD., STE. 100","ANCHORAGE, AK 99517","LILLIPUT INTERNATIONAL COMPANY LIMITED",4500,CHINA
"February 2016",SPA,"INDOOR / INGROU","Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","HYATT HOUSE (SHELTON, CT)","830 BRIDGEPORT AVENUE","SHELTON, CT 06484",,1,
"February 2016","KICK @$$",ALA-D704,"Fireworks Long Fuse Burn Time","16 CFR 1507.3","Correct Future Production","ALAMO FIREWORKS, INC.","P.O. BOX 200710","SAN ANTONIO, TX 78220","LIUYANG ZHONGYU FIREWORKS TRADE CO., LTD",1800,CHINA
"February 2016","COMPLETE BMX BICYCLES","AGENT 16CB, AGE","Bicycle Wheel Hubs","16 CFR 1512.12","Consumer Level Recall","GREASY COMB, DBA STOLEN BMX","641 S. PALM STREET, UNIT E","LA HABRA, CA 90631",,0,USA
"February 2016","GIRL'S DRESSES BONE COLORED",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","ANDANI IMPORTS II, INC","5808 PARKERSBURG DR","HOUSTON, TX 77036","MA. PATRICIA DE LOURDES VERDIN DIAZ",21,MEXICO
"February 2016","KIDS WOODEN BALANCE BIKE",W16C151BLUE,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LILCREATORS, LLC","3610 W MEADOW DR","BOISE, ID 83706-2743","WENZHOU TIMES CO., LTD",60,CHINA
"February 2016","KIDS WOODEN BALANCE BIKE",W16C151,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LILCREATORS, LLC","3610 W MEADOW DR","BOISE, ID 83706-2743","WENZHOU TIMES CO., LTD",70,CHINA
"February 2016","KIDS WOODEN BALANCE BIKE",W16C151,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LILCREATORS, LLC","3610 W MEADOW DR","BOISE, ID 83706-2743","WENZHOU TIMES CO., LTD",70,CHINA
"February 2016","MATILDA JANE JUMPSUIT 18-24 MO",21901R,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","MATILDA JANE, LLC","4031 MERCHANT RD","FORT WAYNE, IN 46818-1245","AUNING CLOTHING CO LTD",802,CHINA
"February 2016","MINI PLASTIC TOYS",,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","QU XIAN CHEN","138-35 ELDER AVE, APT 9E","FLUSHING, NY 11355","BUYEAYONLINE TRADING LIMITED",600,"HONG KONG"
"February 2016","TOY BOWLING SET",EB026010,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","AA OF AMERICA","12 EDGEBORO RD., UNIT 2","EAST BRUNSWICK, NJ 08816","GM TOYS TRADING CO.",3840,CHINA
"February 2016","FRICTION MOTORCYCLE",YS998-11B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","MEKBAO PLASTIC ELECTRONIC INDUCTRIAL CO LTD",180,CHINA
"February 2016","FRICTION MOTORCYCLE",YSJS798-15,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","MEKBAO PLASTIC ELECTRONIC INDUCTRIAL CO LTD",120,CHINA
"February 2016","YELLOW BALL (BALL PIT TYPE)",,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOL KIDS CLUB","1709 PARK VISTA WAY","WEST COVINA, CA 91791","GUANGZHO DOMERRY AMUSEMENT EQUIPMENT CO., LTD",7200,CHINA
"February 2016","ATV DEALER MONITORING",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","BMS MOTORSPORTS","18689 ARENTH AVE","CITY OF INDUSTRY, CA 91748",,0,USA
"February 2016","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production",DYNAMOTO,"1444 SUSSEX ST.","PLANO, TX 75075",,0,USA
"February 2016","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","LUYUAN, INC.","19295 E WALNUT DRIVE","CITY OF INDUSTRY, CA 91748",,0,USA
"February 2016","ATV DEALER MONITORING REPORT",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","PACIFIC RIM INTERNATIONAL WEST, INC.","2181 E FRANCIS ST","ONTARIO, CA 91761",,0,USA
"February 2016","ATV DEALER MONITORING",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","RICKY POWERSPORTS, LLC","2653 MANANA DRIVE","DALLAS, TX 75220",,0,USA
"February 2016","ATV DEALER MONITORING",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production","TITAN IMPORTS","8630 ROCHESTER AVE","RANCHO CUCAMONGA, CA 91730",,0,USA
"February 2016","ATV DEALER MONITORING",,"Failure to comply with Action Plan Reqmt","15 U.S.C. 2089(a)(2)","Correct Future Production",YAMAZUKI,"2041 S. TURNER AVE.","ONTARIO, CA",,0,USA
"February 2016","DRAIN COVER",POOL,"Failure to install covers that meet ASME/ANSI","Sec. 1404(c)(1)(A)(i)","Correct Future Production","KNOLLWOOD LAKES","1379 WOOD IRIS LANE","LAWRENCEVILLE, GA 30045",,1,
"February 2016","PLASTIC PUSH CHICKEN","YS001 (YSSP001)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",555,CHINA
"February 2016","PLASTIC PUSH CHICKEN","YS288 (YS3288)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",555,CHINA
"February 2016","PLASTIC PUSH CHICKEN",YS318,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",555,CHINA
"February 2016","PLASTIC PUSH CHICKEN","YS635 (YS1635)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",555,CHINA
"February 2016","PLASTIC PUSH PLANE",YS332,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",576,CHINA
"February 2016","PLASTIC PUSH PLANE","YS3188 (YS3188B","Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",576,CHINA
"February 2016","PLASTIC PUSH HELICOPTER","YS328 (YS0328)","Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",440,CHINA
"February 2016","PLASTIC PUSH HELICOPTER","YS308 (YS308A)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",440,CHINA
"February 2016","PLASTIC PUSH HELICOPTER","YS903 (YS903-1","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",440,CHINA
"February 2016","PLASTIC PUSH LOBSTER",YS319,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",330,CHINA
"February 2016","PLASTIC PUSH LOBSTER","YS899 (YS899-1)","Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",330,CHINA
"February 2016","PLASTIC PUSH HORSE W/COWBOY","YS105 (YS18105)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",390,CHINA
"February 2016","PLASTIC PUSH TURTLE",YS902-1,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",360,CHINA
"February 2016","PLASTIC PUSH CAT","YS309 (YS309-1)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",820,CHINA
"February 2016","PLASTIC PUSH CAT/SQUIRREL",YS341,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",820,CHINA
"February 2016","PLASTIC PUSH CAT","YS213 (YS213-1)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",820,CHINA
"February 2016","PLASTIC PUSH RABBIT",YS309-2,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",360,CHINA
"February 2016","PLASTIC PUSH BUTTERFLY",YS358,"Tracking Label Violation","15 U.S.C. ? 2063(a)(5)","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",300,CHINA
"February 2016","PLASTIC PUSH DUCK","YS0186 (YSYX018","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",390,CHINA
"February 2016","PLASTIC PUSH DUCK",YS986-3,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",390,CHINA
"February 2016","PLASTIC PUSH GOOSE","YS806 (YS806A)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",390,CHINA
"February 2016","PLASTIC PUSH GOOSE","YS806 (YS806A)","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",390,CHINA
"February 2016","PLASTIC PUSH BEE",YS803,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","SHANTOU JIEQI TOYS INDUSTRIAL CO., LTD",480,CHINA
"February 2016","PUSH TOY PLANE",YS0322,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","TAI FENG TRADING CO",720,CHINA
"February 2016","PUSH TOY ROOSTER",YSP001,"Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","YOUNG STAR TOYS & GIFTS, INC.","30 S CURTIS AVE STE D","ALHAMBRA, CA 91801","TAI FENG TRADING CO",0,CHINA
